Date,Open,High,Low,Close,Volume,SMA_Short_Best,SMA_Long_Best,Signal_Best,Entry_Price_Best,Stop_Loss_Level_Best,Trailing_Stop_Level_Best,Trailing_Stop_Pct_Best,Position_Best,Daily_PnL_Best,Cumulative_PnL_Best,Capital_Best,Cumulative_Returns_Best,Returns_Best
2020-07-09,1816.0999755859375,1819.800048828125,1799.199951171875,1799.199951171875,396,1686.377001953125,1634.922000325521,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-10,1805.5,1805.5,1797.699951171875,1798.199951171875,236,1688.3590014648437,1637.0833333333333,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-13,1805.0,1811.0,1805.0,1811.0,164,1690.3940014648438,1639.3106665039063,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-14,1791.0,1811.5,1791.0,1810.5999755859375,339,1692.3340014648438,1641.6539998372396,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-15,1806.0999755859375,1813.5,1806.0999755859375,1811.4000244140625,167,1694.002001953125,1644.0013330078125,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-16,1810.9000244140625,1810.9000244140625,1794.300048828125,1798.699951171875,146,1695.2650012207032,1646.2419995117189,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-17,1798.5,1810.0999755859375,1798.5,1808.300048828125,24,1696.8790014648437,1648.5013330078125,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-20,1807.0,1817.300048828125,1807.0,1815.9000244140625,89,1698.6380017089843,1650.8293334960938,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-21,1822.0,1842.4000244140625,1822.0,1842.4000244140625,117,1700.662001953125,1653.274667154948,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-22,1858.0999755859375,1867.0,1854.699951171875,1864.0999755859375,213,1703.662001953125,1655.8686669921874,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-23,1868.699951171875,1890.300048828125,1868.5,1889.0999755859375,133,1706.6300012207032,1658.6320003255207,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-24,1884.300048828125,1897.300048828125,1884.300048828125,1897.300048828125,474,1709.182001953125,1661.4633341471354,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-27,1901.699951171875,1938.0,1901.5,1931.0,364,1712.0810021972657,1664.4820011393228,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-28,1931.5,1944.699951171875,1928.5999755859375,1944.699951171875,825,1714.8640014648438,1667.6153344726563,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-29,1953.199951171875,1953.5,1952.5999755859375,1953.5,209835,1717.6910009765625,1670.7553344726562,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-30,1963.4000244140625,1965.0999755859375,1930.0,1942.300048828125,28853,1720.3690014648437,1673.7100016276042,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-07-31,1948.5999755859375,1981.0999755859375,1948.0,1962.800048828125,2914,1723.4060021972657,1676.7333349609376,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-03,1984.300048828125,1984.300048828125,1955.5,1966.0,683,1726.652001953125,1679.7480013020834,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-04,1971.0,2016.199951171875,1968.800048828125,2001.199951171875,2010,1730.7710009765624,1682.9926676432292,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-05,2024.0,2050.199951171875,2011.0,2031.0999755859375,1422,1735.925001220703,1686.4033341471354,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-06,2045.5,2063.0,2040.0,2051.5,294,1741.5810009765626,1689.9166674804687,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-07,2040.0999755859375,2055.0,2009.5999755859375,2010.0999755859375,808,1746.4330004882813,1692.9893343098959,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-10,2026.4000244140625,2043.800048828125,2017.5,2024.4000244140625,233,1751.9040002441407,1696.0440014648439,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-11,2012.4000244140625,2016.0,1904.0,1932.5999755859375,971,1756.4440002441406,1698.449334309896,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-12,1923.0,1946.5999755859375,1871.5999755859375,1934.9000244140625,404,1760.9530004882813,1700.9660009765626,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-13,1921.5,1957.4000244140625,1916.9000244140625,1956.699951171875,71,1764.85,1703.6660009765626,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-14,1938.699951171875,1947.4000244140625,1937.0,1937.0,201,1767.6180004882813,1706.1960009765626,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-17,1949.5999755859375,1985.0,1949.5999755859375,1985.0,97,1771.145,1709.1066674804688,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-18,2001.0999755859375,2002.800048828125,1972.0999755859375,1999.4000244140625,92,1774.6380004882812,1712.1533341471354,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-19,1980.0,1980.0,1938.699951171875,1958.699951171875,347,1777.9859997558594,1714.8640006510416,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-20,1941.199951171875,1948.300048828125,1922.300048828125,1933.800048828125,106,1781.1040002441407,1717.429334309896,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-21,1941.0,1945.0,1908.9000244140625,1934.5999755859375,184,1784.6159997558593,1719.9346671549479,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-24,1930.199951171875,1940.0,1922.199951171875,1927.699951171875,85,1788.1109997558594,1722.41,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-25,1927.5,1928.5,1911.800048828125,1911.800048828125,176,1790.972000732422,1724.7866666666666,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-26,1909.699951171875,1950.800048828125,1909.699951171875,1940.699951171875,287,1794.042000732422,1727.2939998372397,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-27,1948.9000244140625,1972.5,1921.5999755859375,1921.5999755859375,2303,1796.4880004882812,1729.6306665039062,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-28,1927.0999755859375,1971.300048828125,1922.5,1964.5999755859375,778,1799.4859997558594,1732.2159993489583,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-08-31,1970.0,1971.300048828125,1953.300048828125,1967.5999755859375,158,1802.507999267578,1734.8719995117187,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-01,1961.699951171875,1986.300048828125,1961.699951171875,1968.199951171875,186,1804.8279992675782,1737.5279988606771,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-02,1967.300048828125,1967.300048828125,1934.4000244140625,1934.4000244140625,71,1806.7239990234375,1739.867332356771,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-03,1937.0999755859375,1938.800048828125,1923.0,1927.5999755859375,179,1808.4329992675782,1742.16533203125,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-04,1927.9000244140625,1939.699951171875,1917.699951171875,1923.9000244140625,607,1810.4,1744.4766658528645,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-08,1930.9000244140625,1937.9000244140625,1903.0999755859375,1933.0,271,1812.5259997558594,1747.0273323567708,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-09,1926.9000244140625,1946.199951171875,1924.5999755859375,1944.699951171875,219,1815.0809997558595,1749.6066650390626,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-10,1944.0999755859375,1962.699951171875,1944.0999755859375,1954.199951171875,722,1817.6069995117186,1752.200664876302,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-11,1944.0,1949.5,1937.800048828125,1937.800048828125,73,1820.2030004882813,1754.6619986979167,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-14,1946.300048828125,1953.0999755859375,1943.0,1953.0999755859375,55,1822.4470007324219,1757.1846655273437,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-15,1955.800048828125,1968.5,1955.800048828125,1956.300048828125,74,1824.677000732422,1759.7893326822916,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-16,1961.300048828125,1961.4000244140625,1956.699951171875,1960.199951171875,124,1827.0440002441405,1762.407998860677,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-17,1939.0,1946.0,1933.699951171875,1940.0,67,1829.325,1764.840665690104,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-18,1950.5,1952.0999755859375,1949.0,1952.0999755859375,38,1831.7409997558593,1767.3033325195313,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-21,1946.199951171875,1946.199951171875,1883.4000244140625,1901.199951171875,52,1833.7189990234374,1769.3113321940104,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-22,1913.0999755859375,1913.0999755859375,1898.5999755859375,1898.5999755859375,331,1835.862999267578,1771.2519986979166,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-23,1875.5,1875.5,1859.9000244140625,1859.9000244140625,5,1837.5169995117187,1772.8739990234376,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-24,1851.5,1868.300048828125,1851.5,1868.300048828125,365,1839.1309997558594,1774.365332845052,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-25,1856.300048828125,1857.699951171875,1856.300048828125,1857.699951171875,4,1840.6639990234376,1775.6006656901043,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-28,1872.800048828125,1872.800048828125,1872.800048828125,1872.800048828125,10455,1842.55,1777.1066658528646,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-29,1876.5,1895.4000244140625,1872.4000244140625,1894.300048828125,3283,1844.275,1778.8019995117188,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-09-30,1893.0,1899.699951171875,1879.800048828125,1887.5,600,1846.0509997558593,1780.4519995117187,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-01,1884.0999755859375,1909.5999755859375,1882.5,1908.4000244140625,730,1848.1819995117187,1782.747333170573,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-02,1893.9000244140625,1913.0,1893.9000244140625,1900.199951171875,530,1850.1399987792968,1784.799999186198,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-05,1898.9000244140625,1915.5999755859375,1884.699951171875,1912.5,1360,1852.1259985351562,1786.602666015625,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-06,1906.5999755859375,1918.0,1874.4000244140625,1901.0999755859375,968,1853.7559985351563,1788.3359993489582,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-07,1874.0999755859375,1889.800048828125,1873.0999755859375,1883.5999755859375,50,1855.057998046875,1789.7839990234374,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-08,1893.0,1893.0,1882.699951171875,1888.5999755859375,348,1856.6259973144531,1791.2359985351563,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-09,1909.300048828125,1929.0999755859375,1905.0999755859375,1919.5,580,1858.3789978027344,1792.8693318684896,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-12,1924.0,1926.5,1921.5999755859375,1922.5,96,1860.097998046875,1794.62533203125,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-13,1921.9000244140625,1922.199951171875,1887.0,1888.5,191,1861.777998046875,1796.272665201823,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-14,1889.699951171875,1910.800048828125,1882.5,1901.300048828125,33,1863.4449987792968,1798.352665201823,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-15,1897.300048828125,1906.300048828125,1889.5999755859375,1903.199951171875,254,1865.4289978027343,1800.9359985351562,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-16,1898.5,1900.800048828125,1898.5,1900.800048828125,53,1867.3339978027343,1803.7019986979167,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-19,1907.300048828125,1907.800048828125,1899.5,1906.4000244140625,43,1869.2649975585937,1806.24533203125,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-20,1901.300048828125,1910.4000244140625,1896.0999755859375,1910.4000244140625,329,1870.9999975585938,1809.1326652018229,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-21,1913.5999755859375,1927.300048828125,1913.5999755859375,1924.5999755859375,1202,1872.867996826172,1812.1059985351562,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-22,1924.300048828125,1924.300048828125,1898.199951171875,1901.0999755859375,899,1874.6269970703124,1814.8866650390626,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-23,1899.9000244140625,1913.300048828125,1896.199951171875,1902.0,287,1876.6689965820312,1817.119998372396,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-26,1895.5,1907.0,1893.5,1902.699951171875,242,1878.5069958496094,1818.7366650390625,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-27,1904.5999755859375,1908.800048828125,1904.4000244140625,1908.800048828125,176,1880.832996826172,1820.5799983723957,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-28,1870.9000244140625,1876.199951171875,1870.9000244140625,1876.199951171875,277,1882.6119958496095,1822.0873315429687,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-29,1876.0999755859375,1879.800048828125,1858.800048828125,1865.5999755859375,240,1884.12099609375,1823.6986645507814,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-10-30,1862.800048828125,1886.5999755859375,1862.800048828125,1877.4000244140625,725,1885.7619958496093,1825.4013313802084,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-02,1872.9000244140625,1894.699951171875,1872.9000244140625,1890.4000244140625,190,1887.34599609375,1827.447998046875,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-03,1891.5,1908.5,1891.5,1908.5,712,1889.1379956054689,1829.6499983723959,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-04,1893.800048828125,1907.0,1885.300048828125,1894.5999755859375,782,1890.8809948730468,1831.4426652018228,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-05,1901.699951171875,1948.0,1901.699951171875,1945.300048828125,135,1893.0379956054687,1833.519999186198,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-06,1940.800048828125,1958.800048828125,1940.800048828125,1950.300048828125,304,1895.2489965820312,1835.3419995117188,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-09,1955.5999755859375,1963.199951171875,1847.0999755859375,1853.199951171875,745,1896.5329956054688,1836.597998860677,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-10,1879.300048828125,1885.300048828125,1871.199951171875,1875.4000244140625,276,1897.8279956054687,1837.9979988606772,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-11,1878.800048828125,1878.800048828125,1855.5,1860.699951171875,222,1898.8679956054686,1838.827998860677,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-12,1869.0,1878.5,1866.5999755859375,1872.5999755859375,220,1899.8729956054688,1839.6799983723959,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-13,1877.0,1890.0999755859375,1876.800048828125,1885.699951171875,240,1901.0719946289062,1840.5399983723958,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-16,1874.5999755859375,1887.300048828125,1871.0,1887.300048828125,6,1902.3239953613281,1841.607332356771,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-17,1888.4000244140625,1888.4000244140625,1884.5,1884.5,59,1903.4439953613282,1842.7013321940103,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-18,1873.5,1873.5,1873.5,1873.5,152,1904.430994873047,1843.9299991861978,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-19,1865.800048828125,1865.800048828125,1856.0,1861.0999755859375,59,1905.1119946289064,1844.9933325195314,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-20,1871.199951171875,1872.5999755859375,1871.199951171875,1872.5999755859375,1900,1906.105994873047,1846.2893326822916,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-23,1834.800048828125,1837.800048828125,1829.199951171875,1837.800048828125,843,1906.643995361328,1847.0166666666667,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-24,1829.300048828125,1829.300048828125,1799.300048828125,1804.800048828125,1041,1906.8069958496094,1847.4933333333333,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-25,1801.4000244140625,1805.699951171875,1801.4000244140625,1805.699951171875,205754,1906.8219958496093,1848.0413330078125,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-27,1806.0999755859375,1817.0,1770.699951171875,1781.9000244140625,71804,1906.48599609375,1848.5079996744792,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-11-30,1785.0,1787.199951171875,1762.300048828125,1775.699951171875,3145,1906.25099609375,1848.942666015625,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-01,1775.0,1815.9000244140625,1774.9000244140625,1814.0999755859375,1859,1906.4099963378906,1849.6806656901042,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-02,1811.300048828125,1830.0,1807.800048828125,1825.699951171875,771,1906.5569958496094,1850.6239990234376,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-03,1829.199951171875,1842.0,1825.300048828125,1836.800048828125,1765,1906.8189965820313,1851.572666015625,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-04,1840.699951171875,1847.5999755859375,1828.199951171875,1835.9000244140625,1213,1907.0639965820312,1852.432666015625,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-07,1836.5,1866.9000244140625,1820.800048828125,1861.800048828125,1427,1907.6949975585937,1853.4819995117186,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-08,1863.0,1875.800048828125,1861.800048828125,1870.800048828125,121,1908.3199975585937,1854.7260001627603,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-09,1867.0999755859375,1867.0999755859375,1827.0,1834.5999755859375,215,1908.5069970703125,1855.4779996744792,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-10,1833.199951171875,1849.0999755859375,1828.0,1833.5999755859375,177,1908.4189965820312,1856.302666015625,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-11,1838.5,1846.0,1829.0999755859375,1839.800048828125,109,1908.175997314453,1857.2659993489583,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-14,1835.5,1835.699951171875,1822.699951171875,1828.699951171875,258,1907.5719970703126,1858.0946655273438,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-15,1833.5,1853.5999755859375,1833.199951171875,1852.300048828125,961,1907.1219970703125,1859.0173323567708,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-16,1856.5,1864.699951171875,1850.5,1856.0999755859375,1090,1906.3729968261719,1859.8039990234374,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-17,1874.199951171875,1896.199951171875,1874.199951171875,1887.199951171875,414,1905.7979968261718,1860.6959985351561,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-18,1882.4000244140625,1889.5,1882.300048828125,1885.699951171875,276,1905.1199963378906,1861.7219978841147,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-21,1884.800048828125,1908.0,1869.0999755859375,1879.199951171875,136,1904.488995361328,1862.6219978841145,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-22,1882.199951171875,1882.199951171875,1861.0,1866.5999755859375,233,1903.5269946289063,1863.3953312174478,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-23,1867.0,1878.800048828125,1864.5,1874.699951171875,82,1902.613994140625,1864.423330891927,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-24,1877.300048828125,1879.9000244140625,1875.699951171875,1879.9000244140625,46,1901.4009948730468,1865.3919978841145,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-28,1895.5,1895.800048828125,1873.699951171875,1877.199951171875,75,1899.8619946289064,1866.5413305664063,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-29,1881.300048828125,1881.300048828125,1879.699951171875,1879.699951171875,343,1898.143994140625,1867.670663248698,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-30,1879.9000244140625,1895.800048828125,1877.300048828125,1891.0,444,1896.9529943847656,1868.8553295898437,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2020-12-31,1897.0,1901.300048828125,1892.699951171875,1893.0999755859375,127,1895.6399938964844,1869.8966625976564,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-04,1912.199951171875,1945.0999755859375,1912.199951171875,1944.699951171875,154,1895.7609936523438,1871.275995279948,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-05,1941.699951171875,1952.699951171875,1941.300048828125,1952.699951171875,113,1895.938992919922,1872.7926619466145,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-06,1952.0,1959.9000244140625,1901.5,1906.9000244140625,331,1895.4409936523436,1874.186661783854,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-07,1922.5999755859375,1926.699951171875,1912.0,1912.300048828125,122,1895.193994140625,1875.475995279948,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-08,1908.0,1908.0,1834.0999755859375,1834.0999755859375,60,1893.6849938964845,1876.528662109375,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-11,1826.5,1849.5999755859375,1826.5,1849.5999755859375,20,1892.186993408203,1877.5373282877604,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-12,1849.0,1859.699951171875,1839.4000244140625,1842.9000244140625,176,1891.028994140625,1878.3919954427083,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-13,1858.0,1858.5999755859375,1853.5999755859375,1853.5999755859375,189,1890.226993408203,1879.3273282877603,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-14,1836.699951171875,1850.699951171875,1836.699951171875,1850.300048828125,149,1889.383994140625,1880.1159952799478,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-15,1829.4000244140625,1829.4000244140625,1825.0,1829.300048828125,31,1888.3999951171875,1880.7826619466146,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-19,1802.0,1842.9000244140625,1802.0,1839.5,13,1887.6769946289062,1881.5773282877603,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-20,1847.800048828125,1866.5999755859375,1844.4000244140625,1865.9000244140625,16,1886.9289953613281,1882.485995279948,0,,,,,0,0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-21,1865.300048828125,1868.0,1865.300048828125,1865.300048828125,6,1886.36599609375,1883.393329264323,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-22,1854.9000244140625,1855.699951171875,1852.699951171875,1855.699951171875,8,1885.2769958496094,1884.265995279948,0,,,,,0,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-25,1864.699951171875,1864.699951171875,1851.800048828125,1854.9000244140625,26,1884.1499963378906,1884.9926619466146,-1,1827.9000244140625,1919.2950256347658,,,-1,-0.0,42560.02197265625,1042560.0219726562,1.0425600219726563,0.0
2021-01-26,1855.800048828125,1855.800048828125,1850.699951171875,1850.699951171875,59,1882.9749963378906,1885.6193286132811,-1,1827.9000244140625,1919.2950256347658,,0.0,-1,420.00732421875,42980.029296875,1042980.029296875,1.042980029296875,0.0004027804017872791
